ArtistID,ArtistName,ArtistLocation
ARYHTAK11F50C4A2FB,"Ray Sandoval","Tucson Arizona"
ARHMUJK1250940F0DE,"Amalia Avgoustaki",
ARM9QAE1187B9AF687,Shaman,Brazil
ARCF06I1187B995398,K-OS,
ARYISOC1187B9998F1,"Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N","Nashville Franklin Brentwood"
ARCRR5X1187FB3BD4A,"Elva Hsiao",
ARBXIDR1187B9AB77E,Avril,
AR1QXAQ1187FB47FAC,"Sticky Fingaz & Omar Epps","Brookyln NY"
ARJFOC01187FB413A5,"Delbert McClinton","Lubbock TX"
ARQ8FR81187FB58D27,"Gloria De Haven",
AR0WV4Y1187B99B806,"Rhian Benson",Ghana
ARYYCVC1187B9A8510,"Bessie Smith","Chattanooga TN"
ARB336A1187B9A4583,MC5,"Lincoln Park MI"
AR0WCZW1187B99F592,"Tommy Torres",
ARYB42B1187FB37B01,"Les Malpolis",
AR84AQE1187B98AD9C,"Washboard Sam","Walnut Ridge AR"
ARK0VFZ1187FB4309B,"Shirley Caesar","DURHAM North Carolina"
ARCLFWR1187B9AE7B2,"Fun Lovin' Criminals",
ARW9DSD1187B9A0345,"Los Chunguitos",
AR3MSAN1187B98F06B,OutKast,"Atlanta GA"
AR261YW1187FB374B3,Warrant,GERMANY
ARHPBZT1269FCD0B57,IYOV,
ARSRFOY1187B9917DA,"Otis Taylor","Chicago IL"
ARSBFGV1241B9CE441,"Laron aka Swan featuring Alexander East",
AR5R7791187FB3A8C3,"Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson",
ARGS67J1187FB3FC1A,"Righteous Brothers",California
AR22KZ51187B9A0A31,"Five Fingers of Funk",
ARDXWVZ1187B9B52F1,"Michael Whalen","New York"
ARFM7OI1187B990C49,Tonic,
AR5C6M11187B9AC877,"The Grip Weeds","New Brunswick NJ"
ARNTTHK1187B98FF64,"Andy & Lucas",Cádiz
ARKWT6J1187B98ED50,"Móveis Coloniais de Acaju",
AR5ZJLK1187B9B3A8E,"John D. Loudermilk","Durham NC"
ARQXAUH1187B9BA010,"Glen Campbell And Bobbie Gentry","Chickasaw County MS"
ARQHLIO1187B98AA6A,"Jay Pérez",
ARO4WQR1187B9B9825,"Kenny Rogers","Houston TX"
ARXDOUQ11F50C4A239,"Wednesday 13's Frankenstein Drag Queens From Planet 13",
ARXK4YK1187FB4D0C4,"Dub Pistols feat. Lindy Layton & Rodney P","London England"
AR5T4YC1187FB5915E,"Darwin's Waiting Room",
ARPUTNP1187B9AA71B,"André Minvielle",
ART8F8O1187B9A538D,"Herbert Von Karajan","Salzburg Austria"
ARYFHBH1257509D340,"Hassan Annouri feat. Cassandra Steen",
ARK71TS1187B9902B0,"Gaiteros de Pillopo",
ARIF3EV1187B9B8522,"Paul Taylor / Terry Dexter",Wyoming
AR0BV7E1187FB386C1,"Lee Ritenour","Hollywood CA"
ARGR98V1187FB3A1B9,"Andreas Dorau",
ARA26TC1187B9B8505,"Bukue One",California
ARHYYNT1187B9A3AB8,"Hiram Bullock","Osaka Japan"
ARELVCU1187B98F3E5,Serpentine,Switzerland
ARMG34A1187FB548A8,"Thomas Dolby","Cairo Egypt"
ARLMRES11F4C83E1E1,"Barbara Lusch",Oregon
AREJXK41187B9A4ACC,Raphaël,France
ARRWAD71187FB3FE44,"Martha Wainwright","NY - New York City"
ARML7XL1187FB43F59,Boondox,"Newton County"
ARYVLXY1187FB373B0,Maurane,"Ixelles Belgium"
ARNQESK11F4C83FD6F,"Beatnuts featuring dead prez and Cheryl Pepsi Riley",
ARP90NR1187B990ECA,"Rene Touzet",
ARHTHC01187B9B6D2A,"Michael McDonald","St. Louis MO"
ARC70XM1187FB4D5B0,Free,"London England"
AR8QHU51187B9A3341,"Leo Ku",
AR12EOE1187FB3AE26,"The Pineapple Thief",
ARASJQK1187FB5B9D1,"Buddy Jewell","Lepanto AR"
ARAVEKH1269FCD294D,Demonbreed,
AR5J8N51187FB54ED9,"Joe Heaney",Washington
AR189B91187B9B8D9C,Cerati-Melero,
ARXTUHV1187B99268F,"Remmy Ongala",
ARBTNN91187B9ADD5D,"The Last",
ARR8B8W1187B9AE0B4,"House Of Lords",
AR1BA6K1187B9A5656,"Helen O'Connell","Lima OH"
ARCVMYS12454A51E6E,"The Sun Harbor's Chorus-Documentary Recordings",
ARNIO6W1187FB37297,DCS,
AR1ZKBE1187FB53629,Kraftwerk,"D�orf Germany"
ARHINI31187B995C1D,"Singing Melody",
AR2S4CA1187B99632E,FFH,
ARBB58Y1187B9B621B,"Bill & Gloria Gaither",
ARXZP9T1187FB4565D,"Willie Clancy","Miltown Malbay Ireland"
AR5GMAV1187FB3A8F5,"Chris Clark","Los Angeles CA"
ARO3SS31187FB3729C,GWAR,Antarctica
ARRXPRY1187B9A8B34,"Gran Coquivacoa",
AR190KO1187B9905EC,"Sick Puppies","Sydney Australia"
ARUMR3G1187B9B2B09,"Gary Nichols",Tennessee
ARSZIBW1187B994053,"James Newton Howard",
AR20CFC1187B98A25D,"Ray Charles",Washington
AR26XQ61187FB36CF3,"Geggy Tah",
ARL3VGT1187FB40E8E,"Los Fabulosos Cadillacs","Buenos Aires."
AR88F5X1187FB3EA17,"Loretta Lynn","Nashville TN Texas"
ARKQN8X1187B99221C,"Joe Rogan","Newark NJ"
ARX99U51187B991481,Mista,
AR6G6G01187B9B1637,Unearth,
ARAZCWP129462A97F1,"Bob Marley",
ARZKFR51187B9AF51B,"Brian Free & Assurance",
ARJXZX41187B9B6A43,"Dream Warriors","Toronto Ontario Canada"
AR0BLA51187FB4E6CD,"The In Crowd / Jah Stitch",
AR4EQ231187B99368F,"The Fray","Denver CO"
AR7QAHN1187FB35F8B,"Groucho Marx","FORT LAUDERDALE Flevoland"
AR4EVIX1187B993DE9,"Alceu Valença",
ARDY3451187B9A0226,"Skeeter Davis","Dry Ridge KY"
AR02IU11187FB513F2,"Tito Puente","New York NY"
ARJ3VRY1187B9A3058,"Memphis La Blusera",
AR4BSBD1187B9ACD3A,"One Block Radius",
ARWXMEP1241B9CD7CE,"Various Indian Tribes",
ARCYE581187B9A1482,"Timo Maas",
AR1Y0N71187FB43209,"Anat Ben David",
ARUTS6Y1187FB5BDAB,"Twila Paris",
ARTCO131187B9B9ADB,"Bob Carlisle",
ARI648V1187B9B5379,"The Michael Stanley Band",
ARY1P2B1187B9B78F5,"Mariano Yanani",
ARESVFD1187FB522E6,"Rikk Agnew",
ARTH9041187FB43E1F,Eminem,"St. Joseph MO"
ARVZDOM1187B9B49C9,"Barry Manilow","Brooklyn NY"
ARZBOES1187FB40178,"Carlos Baute",
ARPB4TX1187B98DDEA,"Marga Gomez",
AR8CT8U1187FB4D803,"Dexys Midnight Runners","Birmingham England"
AR7GOK91187FB455F5,"Jean-Jacques Goldman","Paris France"
ARLBNAC1187FB47151,"Etienne de Crécy ",
ARE815V1187B998A43,"T-la Rock","NEW YORK New York"
AR1SQSG1187B9AC782,Kent,"Eskilstuna Sweden"
ARA1EK21187B9A2FB7,"Silent Stream Of Godless Elegy",
ARVUVRE12420780B0B,"Stiff Meat",
ARDGALJ1187FB55592,Asterisk*,
ARNDL191187FB51583,"Jimi Hendrix","Seattle USA"
AR45KNL1187B992E53,"Dr. Elmo","California - SF"
ARV57NY1187FB3C1DC,"Tommy Castro","San Jose CA"
ARZM53A1187B9A1AE7,"Panzer AG",
AR7G0NH1187FB42E47,"Gus Cannon","Red Banks MS"
AR1Y37Q1187B9B66D2,Suicide,"New York NY"
ARZS5VW1187FB567E8,"William Orbit",
ARGNLJL1187B9AB503,"Point Of Grace",
ARC8CQZ1187B98DECA,"Jack Johnson","Galveston TX"
ARGFVP41187B99296B,"Max Melvin",
ARPZPET1252CCF9386,Plagia,
ARUCJQF1187B9A0A57,"Hollywood Bowl Orchestra / John Mauceri",
ARPJNT81187B98AD36,"Sylvester Weaver","Louisville KY"
ARDQ62L1187FB56FF0,"Blue October","Houston Texas"
ARS2KW51187B9B556E,X,
ARIXB7T1187B9AB215,"Intars Busulis",
AR9788H1187B9A05D1,"Jedi Mind Tricks","Philadelphia PA"
ARFNJ4O1187B9A204B,Broadcast,"Birmingham England"
ARON0YP1187FB4B465,Fiona,"New York NY"
ARM8BKO1187FB3AD47,"Carl Crack",
ARABS971187B9A8509,"France D'Amour",
AR9W3X91187FB3994C,"Phil Collins","Chiswick London England"
ARMIMHT1187B98F038,"Teena Marie","Santa Monica CA"
AROKDJ41187B9A7700,"Mindless Self Indulgence","New York NY"
AR20CFC1187B98A25D,"Ray Charles","Albany GA"
ARCLCFS1187B9AE476,"Laurindo Almeida","Sao Paulo Brazil"
ARLRHRM11E2835E415,Mandi,Basingstoke
ARVKT151187B9A181D,"The Color Red","Riverside CA"
ARXRVY51187B99E98E,"Jim Bryson","Ottawa ON Canada"
ARIMYEU12086C1536B,Irreversíveis,
ARGY9FW1187B991C7D,"Information Society","Minneapolis MN"
ARRBINW1187B98AE6D,"Marcie Blane","Brooklyn NY"
ARNMWP51187FB3E963,"Curtis Mayfield","Chicago IL"
ARTHKHA1187FB3996A,PMD,"Long Island NY"
ARG719Z1187FB551FC,"Alain Morisod",
ARY1VGA1187FB5A39E,"Tom Cochrane","Lynn Lake Manitoba Canada"
ARTF2KG1187B98DDD1,"Gold City",
AR059HI1187B9A14D7,"Roy Drusky","Atlanta GA"
ARZI4B31187B991125,SAF,Gent
ARGMGHN1187B9B4213,"Gym Class Heroes","Geneva NY"
ARUBJTR1241B9CB16D,"Jape Squad",
AR7V0DI1187FB524DE,Frankee,
ARAFRFP1187FB4230B,Williamson,
ART703V1187FB4FD63,Operator,
ARLR9U31187B9A71AD,"The Stooges","Ann Arbor MI"
ARDL38Z1187B9B9FB5,Dntel,
ARU2JAB1187FB50C72,"David Meece",
AR449OQ1187B99B25E,"Harvey Averne",
ARUBX2Y1187B99CD25,"Tyrone Taylor",
AR22R8A1187FB46B9E,Shanadoo,Tokyo
AR0JEOI1187B98B918,"Erik Berglund",Texas
ARZWBH21187B99ACE1,"Günter Noris",
AR4C6V01187FB3BAF4,Moonspell,Portugal
ARAVS1S1187FB4C519,"Chico Hamilton","Los Angeles CA"
ARJJGI41187B99C19B,Andréa,"UK - England - Yorkshire"
ARY8UIR1187B999BFB,Azukx,
ARSBB7P1187B989690,"Steve Azar",
AR4W9EZ1187B99282A,"Kenny Neal","New Orleans LA"
ARFK45R1187B989AA7,Ghorwane,
ARKJ8Y91187B9B551E,Nichols,FRANCE
ART3KT21187FB450DC,"Ennio Morricone","Rome Italy"
ARK24KH1187B9B6B93,Vaselines,
ARSTXTP1187B99BD43,"Beto Cuevas",
ARTFDBX1269FB34CA4,"Catia Werneck",
AR4IYQR1187B98F8F3,"Off Broadway","Oak Park IL"
AR1PQYO1187B98BEC9,"Hélio Ziskind",
AR00MBZ1187B9B5DB1,"Memphis Minnie","Algiers LA"
ARHD3RX1187FB3A7DA,"Steel Pulse","Birmingham England"
ARHNCQ31187B9915DC,"Mississippi John Hurt","Teoc MS"
AR9VEMN1187FB4D75B,Caspa,London
ARRW6DJ1187FB50A67,"Pacha Massive","New York NY"
AR58ZXX1187FB572F2,"Kardinal Offishall / Keri Hilson",
ARW74FW1187FB554AD,"THE COOKIES",
ARYHPHB12131B4B793,"Peppermint Creeps","California - LA"
ARYGMNP11F4C843096,"M Sane",
ARO7IJV1187FB5BFAD,"Oesch's die Dritten",
ARZFRQM1187B9A9772,"Vanessa Daou",
ARB4ZRM1187B993147,"Dark Fortress",
AR41ESB1187FB360B1,Gloria,BG
AR37E341187B989A3E,Wilshire,"GREENSBORO North Carolina"
AR2FJV21187B98EBE3,"Legacy Five",Tennessee
ARAIABB1187B9AC6E2,Seal,"Paddington London England"
ARPAAHK1187B9ABB00,Nickelback,"Hanna Alberta Canada"
ARP2TO91187B9913EA,"Angélica María","New Orleans LA"
ARR46IW1187FB51C2E,"Nicholas Hooper",
ARQI60P1187FB464C9,"The Ocean","London Ontario Canada"
ARO1NHM1187B9B9D27,"Los Solitarios",
ARHCERP1187B9912A5,"Glen Washington",
ARGVJPK1187B9909EA,"Josh Groban",
ARQMYTM1187FB4678C,"Josh White","Greensboro NC"
ARRXEJJ11F4C841087,"The Paynes","United States"
ARPAAPH1187FB3601B,Bacilos,
AR1DLF21187FB3CBF0,4Him,
AR6137D1187B9A39C8,Scalplock,
ARKPDUG11F50C4B54A,Juggler,
AR4OMY81187B9B31E7,Cursed,
ARBBBLV1187FB57B70,"The Fever","New York NY"
AR2SGQW1187B9B9E7C,KRS-One,
ARLAWDD1187FB48367,"Carlos Vives"," "
ARZ8S071187B993849,"Tito Rodriguez_ Louie Ramirez","San Juan Puerto Rico"
AROMMVN11F50C50607,"Margaret Smith",
AR051KA1187B98B2FF,"Wilks featuring doniki",
AR15YLD1187FB3D4DD,"John Tchicai","Copenhagen Denmark"
ARC0MTS1187FB44C21,"Toots Thielemans","Brussels Belgium"
ARLZN951187FB42E49,Tad,"Seattle WA"
ARTDQRC1187FB4EFD4,"Black Eyed Peas / Les Nubians / Mos Def","Los Angeles CA"
ARCRSUM1187FB52AB0,"The Frequency",
ARPGOAF1187B98F677,"Giorgos Tsalikis",
ARPGPI51187B98F1EC,MDO,
ARZHUJU1187FB51176,"Leigh Jones",
AR7GUNF1187B990CCF,"Between The Buried And Me","Charlotte NC"
ARC6J781187B98F02B,"Tania Maria",
ARL4M621187FB3FF06,Massiel,
ARWWYK211C8A415AD4,Micachu,
ARHRY5S1187B99B96F,Static-X,Alabama
AR6896B1187B98FADA,"Paso Doble",
ARAZ59E1187B98BF6D,"Webb Wilder",
ARZAEIP12086C12905,"Gruppo Jazz Marca","Great Britain / UK"
AR4MCB01187B98BF5C,Atman,
ARVNK831187FB48831,Shakedown,California
ARGGD1E1187B98FA9D,"Parachute Band",
ARYC3YP1187FB4C64D,"Leonid Rudenko",
ARYB2FW1187B991400,"Wilmington Chester Mass Choir",
ARHSAXP11EB9C80B35,"Stewart Francke",Michigan
AR1JD6E1187FB5696C,"James Last","Bremen Germany"
ARV4I6F1187FB4D595,"5th Ward Boyz",
ARCHVKD1187B9934E9,"Bill Perkins","San Francisco CA"
ARWF1KM1187B9908CA,Spliff,
ARQQP3Z1187FB5707B,"Bert Kaempfert And His Orchestra","Hamburg Germany"
ARRZZRW1187B9A06E3,"Rachel Portman",
ARW3V6T1187B9ACAC4,Miossec,"Brest France"
ARAZYBE1187FB38BC1,"Memphis Sheiks",
AR3TG3X1187FB4D577,"Atari Teenage Riot","Berlin Germany"
ARKR75V1187FB3D4D5,"My Chemical Romance","New Jersey"
ARE2QID1187B98FA19,"Sleepy John Estes","Ripley TN"
ARHXIOW1187FB3AF67,"The Mad Capsule Markets",JP
ARTE3P61187B9A709D,"Roger Williams","Omaha NE"
AR1ABAO1187FB531E1,"Alice Cooper","Detroit MI"
ARJ8PZJ1187B99314F,Aiden,"Seattle Washington"
AR9ST641187B99B4DE,"Cal Tjader","St. Louis MO"
ARXK8H71187FB44850,"Zaïko Langa Langa",
AR326OO1187FB444FF,"Rebecca Lynn Howard","Salyersville KY"
ARK30AI1187FB3C777,Dive,"NY - Upstate NY"
ARDPTGD1187B9AD361,"Brand X","Sikeston MO"
AREU6JB1187B9911D4,Virtuoso,Louisiana
ARHNMEZ11F50C4706C,"Karen Peck And New River",Tennessee
ARBLIP81187B98BE0C,"Judy Mowatt",Jamaica
ARSMRIN1187B9AB35A,"Paul Rodgers","Middlesbrough England"
ARFN2TE11A348EFFB4,"David Cook","Tulsa Oklahoma"
ARVVLMQ11F4C8456E4,Knack,
AR4Q1VD1187B9893C7,"Mulberry Lane",
ARVZWQ31187B9B8946,Liars,"LA / NYC"
ARBY23A1187B9A82E4,"Naseebo Lal_ Arif Lohar",
ARPV8QO1187B98B77F,"DJ Taz",
AR9ILJF1187B9B80ED,"Gabriel Yared","Beirut Lebanon"
ARIIUJC122988F51F6,"Starless & Bible Black",
ARM4J201187B9B8B3B,"Gustavo A. Santaolalla","Buenos Aires Argentina"
ARZUZYU12086C17110,"Widespread Bloodshed",
ARJNQM51187FB54C55,"Smut Peddlers",
ARAMCAZ1187B9AB6F5,"Afrob feat. Sarah",
ARNSTES1187FB4FC9B,Shinehead,"London England"
ARJ8ZIQ1187FB3FB5A,Milo,"Champaign-Urbana IL"
ARVLIVA1187B991590,"Zeca Baleiro",
AR05OJD1187B9B99A6,"Ol' Dirty Bastard","Brooklyn New York"
AR06USW1187FB4EACA,"The Lord Weird Slough Feg","California - SF"
AR21JFF1187B9A5CBA,"Six Brown Brothers",
ARWHWYH1241B9CCA16,"Mario Garcia",
ARPN0NC1187B991591,"Eddie Jones","Greenwood MS"
ARGEZ5E1187FB56F38,"Audio Adrenaline",
AR0NS5Z1187B99AF79,Zuma,
ARCBZHP11F4C83D8B2,"Nick Conolly",
ARJPRV411A348EFE4B,"Rupa & the April Fishes",
ARNEJAG1187FB41600,"Vitamin C",
ARRT66G1187FB3DDF9,"Freddie King","Gilmer TX"
ARDDWUI1187FB379F7,Amoral,"Helsinki Finland"
AROY6XW1187B991121,"Steve Vai","Carle Place New York"
ARMSL551187FB3F4B0,"K's Choice",
ARBFDJW1187B9AD27A,"The Fabulous Thunderbirds","Austin TX"
AR7WGYZ1187FB3CAB0,"Wang Chung",
ARPFKK81187B99878D,"Tex Williams","Ramsey Fayette County IL"
ARXDQJB1187FB57154,Faithless,"London England"
ARQC4R31187B9A0D88,"Jo Privat",
ARFQ3191187B98AD2E,"Marion Harris",Indiana
AROSI8L1187B9ACD43,"Ice Cube","Los Angeles CA"
ARWPYQI1187FB4D55A,"Rick Astley","Newton-le-Willows Merseyside England"
ARPMJGA11F4C83BDFE,"US Coast Guard Band",
AR7KQQ91187B98ED7A,"Lollipop Lust Kill",
ARLV8S31187B988B71,"Georges Brassens","S� France"
ARJ5DZC1187B99FBDA,Chariots,
ARDV4XV1187FB5A3F4,"Apache Indian",
AR8WVQY1187FB3FA10,"J. Karjalainen & Mustat Lasit",
ARV69FI1187B9AA14F,"Kari Tapio",
AR4NREB1187B9AEDAC,"Mink DeVille","New York NY"
AR9E43L1187FB566FA,"Steve Chou",
ARZPDMU12086C15872,Cantara,
AR1N6N61187FB4E25E,"Mongo Santamaria","Havana Cuba [Jesus Maria]"
ARYWZLP1187FB4F7D3,"Vincenzo Bellini","Catania Italy"
ARM86R71187FB4CBB4,"Christian Quast",
AREEJJK1187FB56DC7,Evolution,Sofia
AR1AIC51187B98C03F,"Theodor Zox",
AR8YV0M1187B99F3E8,"Mix Mob",
ARQZY2A1187B9B7604,"Erja Lyytinen",
ARQRQRA12131B4B5A8,Cake,
AR189B91187B9B8D9C,"Gustavo Cerati",
ARRPFCU1187FB5402E,"Oldelaf et Monsieur D",
AR8ZQ9T1187FB56FE5,Goldfinger,"Miami Florida"
ARP6RUO1187FB3F1CF,"The Embarrassment",
ARF1FZV1187B98C928,"Tiny Bradshaw","Youngstown OH"
ARFF1MH1187B999687,Latif,
AR243ZT1187B9A98D2,"Otis Spann","Jackson MS"
ARDKBQO1242077E25E,"Matteo Bonfanti e i maledetti",
ARBY23A1187B9A82E4,"Naseebo Lal",
AR65K7A1187FB4DAA4,Beyoncé,
AR8PL5L1187FB37A10,"A Perfect Murder",CA
ARI648V1187B9B5379,"Michael Stanley Band",
AR0N0DX1187FB41327,"Talvin Singh","London England"
AR323JD1187FB483D0,Solomon,"New York"
ARKHMZB1187B998670,Curtis,
ARGRMG41187B99AB1E,"Toby Emerson",
AR3Q86S1187B9ADDCF,"Deep Forest","Lille Nord-Pas-de-Calais France"
AR576O51187B990C30,"Tampa Red","Smithville GA"
ARCP94M1187B9B0F56,"Every Time I Die","Buffalo New York"
ARJ7VKJ1187B98BA4B,Lifer,"Wilkes Barre PA"
ARBIXZL12086C11573,"The Dee Jays",
ARDIP5S1187FB57056,"Diamond D",Florida
ARNVCZC1187B9934F5,Corona,
AR8V1WA1187B9AD9E9,"The White Stripes","Nashville / Los Angeles"
ARGFOAI1269FB3852B,2Fresh,
ARK3KQ41187B9A64F0,"Ndala Kasheba",Tanzania
ARY1K701187B9A43A9,"Joe McBride",
ART5IUL1187B9B0143,"Lady Saw","St. Mary's Jamaica"
ARYECDK1187FB45587,"The Stranglers",
ARHDHOX122988F500E,"Hot Club Of Detroit",
AROBHK51187B9AD82B,"Funeral For A Friend",Wales
AR0JPOG1187FB37383,"Lyrics Born",Japan
ARAKARO1187B9A1EB6,"George Michael","London England"
ARVJSJY1250940FA2B,Tulipunaruusut,
AR32ETX1187B9A792F,"The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan",
ARX14WH1187FB50649,"Babe Ruth","Hatfield Hertfordshire England"
ARNZ70R1187B9A4824,"Joe Satriani","Westbury Long Island NY"
ARA82JG1187FB36131,"Charlie Haden & Chris Anderson","Shenandoah IA"
ARUW6HS1187FB3F028,"Rokia Traoré",
ARKN6D91187B9B09A2,Speaker,
ARALUOY122988FD079,"Christos Kedras",
ARTK5LU1187B9A654C,"Michael Gettel",
ARR5CEB1187FB5A3FF,"Restless Heart",
AR6DGPH1187B998587,"David Evans",Tennessee
ARRTP2G1187B9AF916,"Will Pan",
AR87K371187FB5AA8E,"Uriah Heep","London England"
ARSBZSV1187B989B86,"Stress Assassin",
ART1R9I1187B9B3324,"Margaret Becker",
AR7BODP1187B9B7766,Abracadabra,"CANADA - Ontario"
ARCYJTW11F4C840F74,Orchids,California
ARJRQL51187FB541AB,"Juan Carlos Baglietto",
ARF1PSM1187B9B802A,Sugarbomb,
ARMPQIE1187FB3D4EB,"Bounty Killer","Kingston Jamaica"
AR7ZI7Z1187B98BF55,"Mago de Oz",
ARTP2PK1187B98FECA,"Quinteto Violado",
ARATR0U1187B9B76D0,"Dead To Me","San Francisco CA"
ARYYTAY1187B9B5F9D,Paloalto,"Los Angeles CA"
AR5OB9M1187FB52F29,"Darryl Worley","Savannah TN"
ARIOTFR1187B98F316,"Mykill Miers","United States"
AROYBLU1187B99A255,"Jarvis Church",
ARFLD291187B9966AA,"Damita Jo","Austin TX"
ARWWDSC1269FCD4D06,"Ministère des Affaires Populaires",
ARSKATF1187B98A622,"Alain Turban",
ARO0R521187B98A2D1,"2 Minutos",
ARFKYG51187FB4CE41,"April Wine","Halifax Nova Scotia Canada"
ARSSW5A1187FB4B5E5,"Estrellas Cubanas",
ARDHNC31187B9A1898,"Al Denson",
AROJAG11187B9B71A3,"The Chap",London
ARHOCKY11E2835D7CB,"Máire Brennan",
ARSE5NP1187B9B98AB,Twista,"Chicago IL"
ARMYPSO11F50C49252,Dictators,"NY - New York City"
ARTOCWH11F50C4CE12,"The Accursed",
ARHT0B11187B993CB3,"Eddy Raven","Lafayette LA"
AR3FE581187FB3F90A,Fabolous,"Brooklyn NY"
AR8K7ET1187B997ABC,Sulk,
ARISHTQ1187FB3E6F0,"Ben E. King",
ARLNSD41187FB4D9A0,"Sergio Franchi",Italy
ARYKFVV1187FB3CA6B,"The London Pops Orchestra",
AR5M3681187B998D11,"Edwin Hawkins","Oakland CA"
ARDNQ0R1187B9BA1EF,"Lonnie Johnson","New Orleans LA"
ARM2WL31187B9A3D69,F.l.y.,Michigan
ARHKW8K1187FB4C9A2,Orbit,
AR5FP401187FB523C9,"Bob Dylan","Duluth MN"
AR9HQ6Y1187FB3C2CB,"Orlando Pops Orchestra",
ARGF5QG1187B9AC84F,"Geiom Ft. Marita",
AREOREU1187B99AACD,"Rhian Sheehan",Wellington
ARGRTPZ1257509D28A,"David Saylor",
AR6KK741187B98C9E9,"Roy Brown","New Orleans LA"
ARUIO0J1187FB3D7D7,Mest,"Chicago IL"
ARQIWOW11F4C840FF1,"Cumberland Quartet",Missouri
ARNG61X1187B98C7DF,"Five Blind Boys of Alabama","Talladega AL"
ARRU9GR1187FB43F56,"Blind Willie McTell","Thomson GA"
ARBMHBC11F4C8403A2,"Hushabye Baby",
AR99OWM11C8A4149FD,"Arco Iris",Valais/Suisse
ARUJZFJ1187B9B135F,"Shania Twain","Timmins Ontario Canada"
AR3NPVS1187FB5108F,"Les Rythmes Digitales/ Tzant Feat. ODC MC","Paris France"
ARCGJ6U1187FB4D01F,Akon,"St. Louis MO"
ARQXJW51187B9AEE27,"Since The Flood","New Hampshire"
ARJ7NR71187FB437B7,"Yank Rachell","Brownsville TN"
ARQR8Y51187B9B8E9C,"La Mancha De Rolando",
ARV38M11187B99424D,"Larry Graham & Graham Central Station",California
AR78WG01187B98E404,"Johnny Pacheco/Rolando La Serie","Santiago de los Caballeros Domin"
ARVA23V1187B98C54A,"Barley Bree",
ARB1KC91187FB38B13,"Carl Smith",
ARND48J1187B990A0B,Storyville,Texas
ARGP3GD1187B999801,"Tony Martin","Oakland CA"
ARL5BEN1187B98E4D9,"Jah Cure","Montego Bay Jamaica"
AR2G8SU1187FB4A871,"James Carter","Detroit MI"
AR8TLVX1187B9B2D7D,Mithotyn,Sweden
ARI4SKQ1187B9B43B0,"Beres Hammond",
ARDK6QW1187B9B8D85,"UK Subs","UK - England - Yorkshire"
ARJ1BWM1187B9B117B,"Embrace the End",
ARID75M1187B9B8341,"Steve Green",
ARHTV1S1187FB547F8,"Marc Perrone",
ARDAXCG1187B9942B1,"Leonardo Favio",
ARGDSO91187B9AAB35,"Patrick Bruel",
AR2XRFQ1187FB417FE,"Julie Zenatti",
ARZRCCP11F50C5165F,"Los Tres Diamantes",
AROCBZZ11E2835D652,"Small Facers",
ARR88SE1187B9B515D,"Michael Landau","California - LA"
AR50Z881187B9BA197,"Jack Sheldon","Jacksonville FL"
ARNWZ1N1187B9B71BA,"Handsome Boy Modeling School",
ARCBYJW1187FB51FD8,"Major Lance","Chicago IL"
AREV0ZO1187B997221,"Doyle Bramhall","Dallas TX"
ARSG7NQ1187FB57482,"Fall Out Boy","Wilmette IL"
ARO9IJB1187B9939D0,Deckard,
ARNFTGS1187B9A465F,Bedwetters,"California - LA"
ARVAE6W1187FB3CAF3,"The Refreshments",
ARNLHY61187FB3A0C0,"Organ Donors","United States"
AR6LOPL1187FB4DABE,Mirah,Washington
ARUP17W1187B98CAB9,"Charlie Byrd / Laurindo Almeida","Chuckatuck VA"
ARXYQYW122988F2066,"Clarisse Lavanant",
ARBPRDX1187B9B1CA3,"The Skabs",Illinois
AR05NQH1187B98E875,Kassav',
ARE8RCR1187B996BF2,BeauSoleil,
ARHTRR71187B98F305,"Michelle Tumes",
AR342K51187B98B571,"Olivier Messiaen",
ARWR6RK1187FB3AB52,"From Autumn To Ashes","Long Island NY"
AREWQSE1187B9AEC6C,"The Jackson Southernaires",Mississippi
ARXWAQQ1187B9AE954,"Redman / Hurricane G / Melanie Rutherford","Newark NJ"
ARF3XJD1187FB38DE0,"Cristy Lane","Peoria IL"
ARPISA41187FB3DE42,"Humble Pie","Essex England"
AR20BO61187B9B880E,"Patton Oswalt","Portsmouth VA"
ARNMHWR11F4C83B384,"Kingston Trio",Vermont
ARQWJ1D1187B990964,"Barrio Obrero",
ARHAMVP1269FCD2C1C,Supertalented,
ARB1CNO1187FB4CE93,"45 Grave",
ARRVPI51187B9A1F1B,Roommate,"Colorado Springs CO"
AR2EO6H1187B9A3B92,"Brian Tyler",
ARBFCK11187FB4C89B,"Brian Eno And David Byrne","LAS VEGAS Nevada"
ARS8WH31187B9B8B04,"Edu Lobo",
ARDSWIE1187FB39056,"Gang Starr","Boston Massachusettes"
ARXJSHW1187B9A2A52,"Nestor Torres","Miami FL"
ARLIIVS1187FB5583B,"Philip Glass","Baltimore MD"
ARN3O411187FB4D859,"Stephan Micus",
ARGP7WY1187FB45464,"Edmond Leung",
ARRCKE61187B99377F,"Janice Robinson","Garfield NJ"
